Country,Disaster Type,Total Deaths,Disaster_Occurred
Pakistan,Road,52.0,1
Pakistan,Road,22.0,1
Pakistan,Road,25.0,1
Pakistan,Water,20.0,1
Netherlands (Kingdom Of The),Collapse (Miscellaneous),,1
Netherlands (Kingdom Of The),Air,74.0,1
Mexico,Fire (Industrial),,1
Mexico,Storm,3.0,1
New Zealand,Storm,,1
Guam,Storm,1.0,1
Germany,Rail,11.0,1
Germany,Road,21.0,1
Mexico,Extreme temperature,30.0,1
China,Storm,168.0,1
Taiwan (Province Of China),Storm,8.0,1
Taiwan (Province Of China),Road,23.0,1
France,Epidemic,20.0,1
Indonesia,Road,34.0,1
Indonesia,Rail,32.0,1
Indonesia,Water,42.0,1
Indonesia,Water,69.0,1
Indonesia,Air,31.0,1
Indonesia,Air,70.0,1
France,Flood,6.0,1
Egypt,Collapse (Miscellaneous),20.0,1
Egypt,Road,26.0,1
Colombia,Road,30.0,1
Italy,Flood,3.0,1
Italy,Rail,5.0,1
Bolivia (Plurinational State Of),Road,28.0,1
Australia,Storm,2.0,1
United States Of America,Wildfire,,1
Thailand,Fire (Industrial),22.0,1
Thailand,Collapse (Miscellaneous),20.0,1
Armenia,Explosion (Industrial),21.0,1
Libya,Fire (Industrial),25.0,1
Libya,Air,157.0,1
Türkiye,Road,28.0,1
Türkiye,Road,22.0,1
Türkiye,Road,24.0,1
Dominican Republic,Epidemic,20.0,1
Japan,Explosion (Industrial),9.0,1
Kenya,Air,50.0,1
Kenya,Road,96.0,1
Yemen,Air,57.0,1
Azerbaijan,Air,29.0,1
Georgia,Air,28.0,1
Georgia,Road,29.0,1
Nepal,Road,16.0,1
Nepal,Road,20.0,1
Nigeria,Air,163.0,1
Nigeria,Water,300.0,1
Nigeria,Road,20.0,1
Dominican Republic,Air,34.0,1
Democratic Republic Of The Congo,Air,37.0,1
Portugal,Air,56.0,1
Uganda,Water,54.0,1
Uganda,Water,20.0,1
Uganda,Epidemic,50.0,1
Mozambique,Water,,1
Yemen,Water,90.0,1
Somalia,Water,50.0,1
Cuba,Water,359.0,1
Angola,Road,27.0,1
South Africa,Road,30.0,1
South Africa,Road,23.0,1
United Republic Of Tanzania,Rail,24.0,1
Argentina,Road,24.0,1
Uruguay,Road,20.0,1
Japan,Rail,1.0,1
Peru,Road,50.0,1
Peru,Road,25.0,1
Peru,Road,20.0,1
Peru,Epidemic,690.0,1
Algeria,Road,20.0,1
Congo,Road,21.0,1
Spain,Road,46.0,1
South Africa,Road,22.0,1
Morocco,Road,30.0,1
Venezuela (Bolivarian Republic Of),Road,35.0,1
Mali,Road,27.0,1
Ukraine,Explosion (Industrial),57.0,1
Nigeria,Epidemic,100.0,1
Venezuela (Bolivarian Republic Of),Epidemic,32.0,1
Guatemala,Epidemic,206.0,1
Ecuador,Epidemic,200.0,1
Lao People'S Democratic Republic,Epidemic,143.0,1
"China, Hong Kong Special Administrative Region",Storm,,1
Zimbabwe,Epidemic,258.0,1
"China, Hong Kong Special Administrative Region",Storm,2.0,1
Lao People'S Democratic Republic,Storm,22.0,1
Sri Lanka,Flood,1.0,1
Malawi,Epidemic,,1
Russian Federation,Mass movement (wet),,1
Iran (Islamic Republic Of),Storm,,1
Ukraine,Storm,,1
Georgia,Earthquake,1.0,1
India,Flood,179.0,1
Indonesia,Flood,57.0,1
Republic Of Korea,Flood,5.0,1
Republic Of Korea,Storm,,1
Lao People'S Democratic Republic,Flood,10.0,1
Myanmar,Flood,5.0,1
Philippines,Storm,26.0,1
Philippines,Storm,11.0,1
Philippines,Flood,19.0,1
Thailand,Storm,3.0,1
Thailand,Storm,,1
Thailand,Storm,3.0,1
Uzbekistan,Mass movement (dry),1.0,1
Singapore,Explosion (Industrial),3.0,1
Nigeria,Extreme temperature,18.0,1
India,Extreme temperature,275.0,1
Chile,Wildfire,,1
Canada,Wildfire,,1
Canada,Extreme temperature,,1
Philippines,Flood,,1
Solomon Islands,Storm,,1
Spain,Chemical spill,,1
Spain,Road,17.0,1
Hungary,Road,16.0,1
Ethiopia,Infestation,,1
Gambia,Road,100.0,1
Georgia,Water,164.0,1
Bhutan,Epidemic,,1
Bolivia (Plurinational State Of),Flood,,1
China,Storm,,1
United States Of America,Earthquake,,1
Netherlands (Kingdom Of The),Flood,,1
United Republic Of Tanzania,Epidemic,2231.0,1
China,Drought,,1
Haiti,Drought,,1
Hungary,Drought,,1
Denmark,Drought,,1
Lithuania,Drought,,1
Peru,Drought,,1
Malawi,Drought,,1
Cabo Verde,Drought,,1
Australia,Drought,,1
New Zealand,Drought,,1
Bangladesh,Storm,31.0,1
Fiji,Storm,21.0,1
Indonesia,Flood,59.0,1
Iran (Islamic Republic Of),Flood,407.0,1
United Republic Of Tanzania,Flood,54.0,1
Tuvalu,Storm,,1
Solomon Islands,Storm,4.0,1
Philippines,Volcanic activity,79.0,1
Mexico,Flood,20.0,1
Chile,Flood,109.0,1
Colombia,Flood,63.0,1
Cuba,Storm,5.0,1
Mexico,Storm,,1
Ecuador,Mass movement (wet),250.0,1
Ecuador,Mass movement (wet),200.0,1
Eritrea,Storm,3.0,1
Papua New Guinea,Storm,15.0,1
Pakistan,Mass movement (wet),36.0,1
Pakistan,Mass movement (wet),22.0,1
Mongolia,Storm,7.0,1
Yemen,Flood,31.0,1
Tajikistan,Mass movement (wet),5.0,1
Vanuatu,Storm,4.0,1
Thailand,Collapse (Miscellaneous),135.0,1
Argentina,Flood,,1
Bangladesh,Flood,28.0,1
Bangladesh,Storm,14.0,1
Cuba,Flood,12.0,1
Iran (Islamic Republic Of),Earthquake,24.0,1
Jamaica,Flood,9.0,1
Kazakhstan,Flood,10.0,1
Papua New Guinea,Flood,,1
Russian Federation,Flood,125.0,1
Sri Lanka,Flood,8.0,1
Pakistan,Flood,15.0,1
India,Flood,827.0,1
United States Of America,Flood,48.0,1
Japan,Earthquake,239.0,1
Bangladesh,Flood,162.0,1
Bangladesh,Epidemic,38.0,1
Belarus,Flood,,1
Guinea,Flood,,1
Guam,Earthquake,,1
Nepal,Flood,1048.0,1
Nicaragua,Storm,37.0,1
Philippines,Flood,5.0,1
Philippines,Storm,2.0,1
Sudan,Earthquake,3.0,1
Ukraine,Flood,4.0,1
Venezuela (Bolivarian Republic Of),Storm,100.0,1
Mexico,Storm,30.0,1
France,Fire (Industrial),20.0,1
Austria,Storm,,1
Switzerland,Storm,,1
Germany,Storm,,1
France,Storm,2.0,1
China,Collapse (Miscellaneous),370.0,1
Honduras,Flood,39.0,1
India,Earthquake,9748.0,1
Mexico,Flood,45.0,1
Papua New Guinea,Earthquake,53.0,1
Philippines,Storm,124.0,1
Uruguay,Storm,,1
Japan,Storm,48.0,1
Türkiye,Mass movement (wet),135.0,1
Costa Rica,Flood,9.0,1
Cuba,Flood,34.0,1
Honduras,Flood,374.0,1
India,Storm,61.0,1
Mexico,Earthquake,,1
Philippines,Storm,311.0,1
Philippines,Storm,1.0,1
Viet Nam,Storm,130.0,1
Norway,Storm,,1
Democratic People'S Republic Of Korea,Collapse (Miscellaneous),41.0,1
Belgium,Flood,,1
Indonesia,Air,17.0,1
Germany,Storm,6.0,1
Japan,Earthquake,2.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
United States Of America,Flood,5.0,1
United States Of America,Storm,,1
Taiwan (Province Of China),Fire (Miscellaneous),33.0,1
Réunion,Storm,14.0,1
Lithuania,Storm,6.0,1
Colombia,Volcanic activity,10.0,1
China,Earthquake,,1
Indonesia,Volcanic activity,1.0,1
Indonesia,Volcanic activity,2.0,1
Russian Federation,Mass movement (wet),239.0,1
Kenya,Rail,340.0,1
Philippines,Flood,23.0,1
Iran (Islamic Republic Of),Air,134.0,1
Pakistan,Explosion (Miscellaneous),14.0,1
Argentina,Storm,15.0,1
China,Fire (Miscellaneous),79.0,1
Bangladesh,Storm,8.0,1
North Macedonia,Air,83.0,1
United States Of America,Flood,,1
China,Explosion (Industrial),20.0,1
United States Of America,Flood,2.0,1
United States Of America,Fire (Miscellaneous),16.0,1
India,Explosion (Miscellaneous),64.0,1
Bulgaria,Storm,,1
Peru,Flood,80.0,1
Viet Nam,Storm,3.0,1
Wallis And Futuna Islands,Earthquake,5.0,1
Bangladesh,Storm,300.0,1
Greece,Earthquake,1.0,1
South Africa,Storm,7.0,1
India,Storm,125.0,1
China,Explosion (Industrial),23.0,1
Democratic People'S Republic Of Korea,Fire (Miscellaneous),34.0,1
Pakistan,Fire (Industrial),10.0,1
Sudan,Flood,21.0,1
Peru,Earthquake,6.0,1
India,Air,56.0,1
Mongolia,Air,40.0,1
Afghanistan,Air,76.0,1
Gabon,Air,30.0,1
Japan,Flood,,1
Canada,Flood,,1
United States Of America,Storm,7.0,1
United States Of America,Fire (Miscellaneous),10.0,1
Taiwan (Province Of China),Fire (Miscellaneous),11.0,1
Bangladesh,Storm,9.0,1
China,Storm,31.0,1
United Republic Of Tanzania,Flood,,1
Colombia,Air,132.0,1
Afghanistan,Storm,10.0,1
Bangladesh,Storm,25.0,1
Dominican Republic,Flood,12.0,1
Iran (Islamic Republic Of),Storm,,1
Romania,Storm,3.0,1
Republic Of Korea,Storm,32.0,1
Switzerland,Storm,,1
Georgia,Air,41.0,1
Afghanistan,Mass movement (wet),115.0,1
Ireland,Flood,3.0,1
"China, Hong Kong Special Administrative Region",Mass movement (wet),1.0,1
Mexico,Storm,7.0,1
Japan,Volcanic activity,1.0,1
China,Explosion (Industrial),27.0,1
Türkiye,Fire (Miscellaneous),11.0,1
Indonesia,Air,41.0,1
China,Flood,41.0,1
"China, Hong Kong Special Administrative Region",Storm,4.0,1
Thailand,Fire (Industrial),10.0,1
Russian Federation,Air,11.0,1
Costa Rica,Earthquake,3.0,1
Japan,Mass movement (wet),27.0,1
Nepal,Mass movement (wet),28.0,1
China,Air,55.0,1
Democratic People'S Republic Of Korea,Air,66.0,1
China,Mass movement (wet),120.0,1
Japan,Mass movement (wet),56.0,1
United States Of America,Storm,4.0,1
Martinique,Storm,2.0,1
Bangladesh,Flood,4.0,1
Republic Of Korea,Mass movement (wet),11.0,1
Mexico,Storm,,1
China,Storm,28.0,1
China,Explosion (Industrial),27.0,1
United States Of America,Storm,1.0,1
Türkiye,Explosion (Industrial),10.0,1
Mexico,Storm,1.0,1
United States Of America,Rail,47.0,1
India,Mass movement (wet),20.0,1
Venezuela (Bolivarian Republic Of),Explosion (Industrial),51.0,1
Morocco,Rail,15.0,1
Switzerland,Storm,2.0,1
France,Storm,10.0,1
Italy,Storm,9.0,1
Viet Nam,Flood,64.0,1
Australia,Flood,1.0,1
South Africa,Flood,12.0,1
Sri Lanka,Mass movement (wet),65.0,1
Algeria,Flood,22.0,1
India,Flood,35.0,1
Iran (Islamic Republic Of),Flood,4.0,1
China,Fire (Industrial),81.0,1
Philippines,Flood,25.0,1
Thailand,Flood,23.0,1
China,Explosion (Industrial),61.0,1
United States Of America,Air,20.0,1
China,Fire (Industrial),61.0,1
Malaysia,Mass movement (dry),72.0,1
Philippines,Storm,52.0,1
Sri Lanka,Flood,,1
Ukraine,Flood,5.0,1
Viet Nam,Storm,73.0,1
Colombia,Mass movement (wet),75.0,1
Malaysia,Flood,30.0,1
Netherlands (Kingdom Of The),Flood,1.0,1
Belgium,Flood,1.0,1
Germany,Flood,5.0,1
France,Flood,4.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,4.0,1
Luxembourg,Flood,,1
Thailand,Fire (Industrial),211.0,1
Bangladesh,Storm,50.0,1
Bangladesh,Storm,15.0,1
Bangladesh,Water,20.0,1
Bangladesh,Water,50.0,1
Russian Federation,Extreme temperature,41.0,1
Russian Federation,Air,24.0,1
China,Storm,15.0,1
China,Storm,19.0,1
China,Flood,131.0,1
China,Storm,93.0,1
China,Flood,59.0,1
China,Explosion (Industrial),84.0,1
China,Explosion (Industrial),70.0,1
China,Explosion (Industrial),25.0,1
China,Air,12.0,1
China,Water,40.0,1
China,Water,44.0,1
China,Water,20.0,1
China,Road,30.0,1
China,Rail,66.0,1
China,Road,24.0,1
China,Rail,35.0,1
China,Rail,44.0,1
China,Explosion (Industrial),35.0,1
China,Explosion (Industrial),39.0,1
China,Explosion (Industrial),40.0,1
China,Explosion (Industrial),25.0,1
China,Poisoning,42.0,1
China,Gas leak,,1
China,Chemical spill,6.0,1
Türkiye,Explosion (Industrial),40.0,1
Indonesia,Collapse (Industrial),,1
Indonesia,Rail,65.0,1
Türkiye,Road,49.0,1
Türkiye,Road,21.0,1
Iran (Islamic Republic Of),Rail,24.0,1
Indonesia,Water,21.0,1
Indonesia,Water,35.0,1
Indonesia,Water,23.0,1
Indonesia,Water,20.0,1
Japan,Water,29.0,1
Indonesia,Water,,1
Philippines,Collapse (Miscellaneous),30.0,1
Philippines,Water,315.0,1
Philippines,Air,27.0,1
Philippines,Mass movement (wet),21.0,1
Argentina,Poisoning,23.0,1
Argentina,Road,60.0,1
Philippines,Storm,28.0,1
Peru,Road,30.0,1
Pakistan,Road,37.0,1
Pakistan,Rail,150.0,1
Pakistan,Road,38.0,1
Pakistan,Storm,609.0,1
India,Poisoning,20.0,1
India,Miscellaneous accident (General),44.0,1
India,Poisoning,16.0,1
India,Collapse (Miscellaneous),20.0,1
India,Road,38.0,1
India,Road,25.0,1
India,Road,43.0,1
India,Rail,26.0,1
India,Road,68.0,1
India,Road,60.0,1
India,Road,29.0,1
India,Rail,20.0,1
India,Road,37.0,1
India,Rail,20.0,1
India,Rail,21.0,1
India,Road,29.0,1
India,Water,20.0,1
India,Water,26.0,1
India,Flood,227.0,1
India,Flood,,1
Colombia,Road,20.0,1
Democratic People'S Republic Of Korea,Collapse (Miscellaneous),,1
Democratic People'S Republic Of Korea,Rail,82.0,1
Republic Of Korea,Water,250.0,1
El Salvador,Mass movement (wet),22.0,1
Mexico,Rail,30.0,1
Mexico,Road,24.0,1
Viet Nam,Explosion (Industrial),44.0,1
Viet Nam,Road,41.0,1
Viet Nam,Miscellaneous accident (General),24.0,1
South Africa,Water,28.0,1
South Africa,Road,20.0,1
South Africa,Explosion (Industrial),53.0,1
Algeria,Mass movement (wet),15.0,1
Egypt,Mass movement (dry),34.0,1
Egypt,Road,23.0,1
Egypt,Road,20.0,1
Egypt,Rail,15.0,1
Egypt,Collapse (Miscellaneous),20.0,1
Netherlands (Kingdom Of The),Fire (Industrial),,1
Netherlands (Kingdom Of The),Fire (Miscellaneous),,1
Netherlands (Kingdom Of The),Water,,1
Taiwan (Province Of China),Fire (Miscellaneous),20.0,1
Taiwan (Province Of China),Water,21.0,1
Belgium,Water,9.0,1
Venezuela (Bolivarian Republic Of),Explosion (Industrial),20.0,1
France,Road,17.0,1
India,Rail,12.0,1
United Arab Emirates,Fire (Industrial),,1
Jordan,Fire (Miscellaneous),,1
North Macedonia,Air,115.0,1
Tajikistan,Air,82.0,1
Tajikistan,Poisoning,30.0,1
"China, Hong Kong Special Administrative Region",Miscellaneous accident (General),21.0,1
Armenia,Air,35.0,1
Armenia,Rail,30.0,1
Sri Lanka,Water,60.0,1
Spain,Water,40.0,1
Haiti,Water,1800.0,1
Mozambique,Water,25.0,1
Brazil,Road,33.0,1
Brazil,Road,30.0,1
Brazil,Road,36.0,1
Congo,Water,220.0,1
Canada,Water,33.0,1
Malaysia,Water,28.0,1
Kenya,Water,54.0,1
Myanmar,Water,137.0,1
Malaysia,Water,49.0,1
Bolivia (Plurinational State Of),Road,21.0,1
Ghana,Road,30.0,1
Nigeria,Road,50.0,1
Italy,Road,8.0,1
Nigeria,Road,60.0,1
Bulgaria,Road,27.0,1
Uganda,Road,30.0,1
Ethiopia,Road,30.0,1
Eritrea,Road,25.0,1
Singapore,Rail,,1
Mozambique,Rail,77.0,1
Kenya,Road,35.0,1
Nigeria,Road,60.0,1
India,Rail,22.0,1
Kenya,Collapse (Industrial),20.0,1
Côte D’Ivoire,Miscellaneous accident (General),23.0,1
Afghanistan,Mass movement (wet),100.0,1
United States Of America,Flood,43.0,1
United States Of America,Flood,,1
United States Of America,Storm,3.0,1
United States Of America,Storm,,1
United States Of America,Storm,270.0,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,3.0,1
United States Of America,Extreme temperature,48.0,1
United States Of America,Storm,,1
United States Of America,Storm,3.0,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
United States Of America,Wildfire,3.0,1
United States Of America,Air,1.0,1
United States Of America,Fire (Miscellaneous),78.0,1
United States Of America,Gas leak,,1
China,Storm,10.0,1
China,Storm,,1
China,Storm,10.0,1
China,Storm,7.0,1
China,Storm,1.0,1
China,Storm,,1
"China, Hong Kong Special Administrative Region",Storm,,1
"China, Hong Kong Special Administrative Region",Storm,,1
"China, Hong Kong Special Administrative Region",Storm,82.0,1
"China, Hong Kong Special Administrative Region",Storm,1.0,1
"China, Hong Kong Special Administrative Region",Storm,2.0,1
Japan,Storm,47.0,1
Democratic People'S Republic Of Korea,Storm,6.0,1
Lao People'S Democratic Republic,Storm,8.0,1
"China, Macao Special Administrative Region",Storm,,1
"China, Macao Special Administrative Region",Storm,,1
"China, Macao Special Administrative Region",Storm,,1
"China, Macao Special Administrative Region",Storm,,1
United States Of America,Earthquake,2.0,1
Thailand,Storm,4.0,1
Thailand,Storm,,1
Thailand,Flood,4.0,1
Thailand,Flood,14.0,1
Turkmenistan,Flood,,1
Colombia,Earthquake,2.0,1
Colombia,Mass movement (wet),10.0,1
Colombia,Mass movement (wet),10.0,1
Trinidad And Tobago,Flood,5.0,1
Afghanistan,Infestation,,1
Argentina,Flood,,1
Argentina,Flood,,1
Myanmar,Fire (Miscellaneous),,1
Cameroon,Epidemic,513.0,1
Chile,Volcanic activity,6.0,1
Djibouti,Flood,,1
Guinea-Bissau,Storm,,1
Senegal,Flood,,1
Australia,Extreme temperature,17.0,1
Australia,Storm,,1
Australia,Storm,,1
Ethiopia,Flood,,1
Ethiopia,Flood,2.0,1
Chile,Wildfire,,1
Dominican Republic,Flood,18.0,1
Russian Federation,Mass movement (wet),60.0,1
Russian Federation,Flood,13.0,1
Indonesia,Flood,72.0,1
United States Of America,Epidemic,100.0,1
Indonesia,Air,16.0,1
Italy,Road,18.0,1
India,Rail,49.0,1
China,Flood,1000.0,1
India,Infestation,,1
India,Flood,175.0,1
Congo,Water,147.0,1
Cuba,Epidemic,,1
Haiti,Flood,13.0,1
Pakistan,Infestation,,1
Japan,Storm,18.0,1
Iran (Islamic Republic Of),Earthquake,,1
Greece,Earthquake,,1
Nepal,Earthquake,,1
India,Earthquake,,1
China,Earthquake,,1
Iran (Islamic Republic Of),Flood,370.0,1
Ecuador,Mass movement (wet),10.0,1
India,Drought,,1
Chad,Drought,,1
North Macedonia,Drought,,1
Mauritania,Drought,,1
Haiti,Drought,,1
Eritrea,Drought,,1
Australia,Wildfire,4.0,1
United States Of America,Earthquake,60.0,1
United Republic Of Tanzania,Fire (Miscellaneous),40.0,1
Colombia,Flood,11.0,1
Indonesia,Earthquake,7.0,1
Indonesia,Earthquake,207.0,1
Mauritius,Storm,2.0,1
Madagascar,Storm,200.0,1
Philippines,Storm,62.0,1
Indonesia,Flood,4.0,1
United Republic Of Tanzania,Flood,31.0,1
Russian Federation,Air,124.0,1
Austria,Storm,,1
Switzerland,Storm,,1
Germany,Storm,6.0,1
Netherlands (Kingdom Of The),Storm,,1
Poland,Storm,1.0,1
India,Explosion (Industrial),96.0,1
Peru,Flood,52.0,1
Somalia,Epidemic,100.0,1
United States Of America,Storm,44.0,1
Philippines,Mass movement (wet),4.0,1
United States Of America,Storm,69.0,1
Indonesia,Volcanic activity,7.0,1
Türkiye,Extreme temperature,,1
Russian Federation,Air,13.0,1
South Africa,Collapse (Miscellaneous),77.0,1
Philippines,Storm,15.0,1
Mozambique,Storm,240.0,1
Madagascar,Storm,12.0,1
Madagascar,Storm,,1
Kyrgyzstan,Mass movement (wet),111.0,1
Iran (Islamic Republic Of),Earthquake,9.0,1
Iran (Islamic Republic Of),Earthquake,3.0,1
Ecuador,Wildfire,,1
Bolivia (Plurinational State Of),Mass movement (wet),,1
Bangladesh,Storm,130.0,1
United States Of America,Mass movement (wet),,1
Peru,Air,31.0,1
Germany,Flood,,1
France,Flood,10.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,3.0,1
United Kingdom Of Great Britain And Northern Ireland,Fire (Miscellaneous),9.0,1
Uganda,Earthquake,7.0,1
South Africa,Rail,63.0,1
Ukraine,Explosion (Industrial),11.0,1
Azerbaijan,Air,32.0,1
Russian Federation,Explosion (Miscellaneous),11.0,1
Afghanistan,Earthquake,160.0,1
Bolivia (Plurinational State Of),Earthquake,5.0,1
Colombia,Earthquake,271.0,1
Cuba,Flood,12.0,1
China,Storm,101.0,1
Indonesia,Earthquake,239.0,1
Cambodia,Flood,506.0,1
China,Flood,1001.0,1
China,Flood,258.0,1
China,Storm,90.0,1
India,Flood,2001.0,1
Iran (Islamic Republic Of),Flood,24.0,1
Iran (Islamic Republic Of),Earthquake,2.0,1
Philippines,Storm,11.0,1
Philippines,Storm,17.0,1
Philippines,Storm,2.0,1
Philippines,Storm,11.0,1
Pakistan,Flood,316.0,1
Vanuatu,Earthquake,,1
Ecuador,Collapse (Miscellaneous),24.0,1
Russian Federation,Air,75.0,1
United States Of America,Air,20.0,1
United States Of America,Explosion (Industrial),1.0,1
Bangladesh,Storm,40.0,1
Russian Federation,Flood,1.0,1
Russian Federation,Storm,12.0,1
Colombia,Flood,7.0,1
Bangladesh,Storm,20.0,1
Spain,Storm,12.0,1
Pakistan,Rail,13.0,1
Germany,Flood,2.0,1
Russian Federation,Flood,,1
United States Of America,Storm,3.0,1
India,Fire (Industrial),20.0,1
Indonesia,Flood,8.0,1
United Republic Of Tanzania,Storm,4.0,1
United States Of America,Storm,3.0,1
Russian Federation,Fire (Miscellaneous),31.0,1
United States Of America,Explosion (Industrial),,1
Japan,Air,264.0,1
Indonesia,Air,10.0,1
Russian Federation,Explosion (Industrial),12.0,1
India,Explosion (Industrial),22.0,1
Pakistan,Storm,10.0,1
Thailand,Storm,,1
China,Explosion (Industrial),38.0,1
Bangladesh,Storm,15.0,1
Myanmar,Rail,25.0,1
Russian Federation,Explosion (Industrial),,1
Kazakhstan,Explosion (Miscellaneous),11.0,1
Australia,Storm,2.0,1
Philippines,Flood,1.0,1
Romania,Storm,,1
Indonesia,Rail,10.0,1
Bangladesh,Flood,3.0,1
India,Rail,23.0,1
Armenia,Collapse (Miscellaneous),5.0,1
United States Of America,Explosion (Industrial),3.0,1
United Kingdom Of Great Britain And Northern Ireland,Air,29.0,1
China,Storm,74.0,1
Spain,Wildfire,,1
China,Air,160.0,1
United States Of America,Explosion (Industrial),1.0,1
China,Fire (Industrial),76.0,1
Indonesia,Air,12.0,1
United States Of America,Air,12.0,1
France,Flood,,1
United States Of America,Storm,2.0,1
Switzerland,Chemical spill,,1
United States Of America,Wildfire,,1
Côte D’Ivoire,Air,16.0,1
Pakistan,Storm,26.0,1
United States Of America,Storm,32.0,1
United States Of America,Wildfire,13.0,1
Spain,Wildfire,20.0,1
Malaysia,Fire (Miscellaneous),11.0,1
Mauritania,Air,80.0,1
United States Of America,Air,18.0,1
Kazakhstan,Air,37.0,1
Brazil,Extreme temperature,,1
China,Storm,47.0,1
Russian Federation,Storm,,1
India,Air,13.0,1
"China, Hong Kong Special Administrative Region",Flood,1.0,1
Philippines,Flood,50.0,1
Mexico,Volcanic activity,,1
Canada,Wildfire,,1
Panama,Air,21.0,1
Belgium,Flood,,1
Canada,Storm,,1
Thailand,Mass movement (wet),9.0,1
Republic Of Korea,Storm,28.0,1
Papua New Guinea,Explosion (Industrial),11.0,1
China,Explosion (Industrial),73.0,1
Russian Federation,Air,47.0,1
Italy,Storm,3.0,1
Republic Of Moldova,Flood,47.0,1
Romania,Flood,2.0,1
Philippines,Explosion (Industrial),115.0,1
Niger,Flood,60.0,1
Russian Federation,Collapse (Miscellaneous),86.0,1
Taiwan (Province Of China),Storm,16.0,1
Viet Nam,Mass movement (wet),21.0,1
Russian Federation,Rail,21.0,1
United Republic Of Tanzania,Rail,8.0,1
China,Explosion (Industrial),31.0,1
United States Of America,Wildfire,,1
Bangladesh,Flood,40.0,1
Ethiopia,Flood,4.0,1
Algeria,Earthquake,171.0,1
Italy,Wildfire,1.0,1
China,Storm,1174.0,1
Japan,Storm,,1
Taiwan (Province Of China),Storm,3.0,1
Tunisia,Rail,21.0,1
Morocco,Air,44.0,1
Ukraine,Explosion (Industrial),30.0,1
United States Of America,Air,132.0,1
Nigeria,Flood,30.0,1
Greece,Air,10.0,1
Australia,Wildfire,,1
Philippines,Mass movement (wet),23.0,1
Papua New Guinea,Volcanic activity,5.0,1
Cameroon,Flood,6.0,1
Mongolia,Flood,5.0,1
Philippines,Storm,7.0,1
Saint Lucia,Storm,4.0,1
Sudan,Flood,8.0,1
Russian Federation,Flood,18.0,1
India,Epidemic,53.0,1
Sri Lanka,Flood,,1
Peru,Flood,33.0,1
Japan,Storm,,1
Kyrgyzstan,Mass movement (wet),51.0,1
